Employee_ID,Attrition_rate
EID_22713,0.0010000000000000208
EID_9658,0.01300000000000006
EID_22203,0.006000000000000043
EID_7652,0.002333333333333377
EID_6516,0.002666666666666692
EID_20283,0.0006666666666666802
EID_21014,0.0006666666666666983
EID_7693,2.7216926195422483e-17
EID_13232,0.00133333333333335
EID_6515,0.005000000000000037
EID_13639,0.0006666666666666888
EID_14669,0.0016666666666666826
EID_16537,0.003134554500226154
EID_5782,0.0076666666666667235
EID_20157,0.004666666666666707
EID_1855,0.01300000000000006
EID_20748,0.004000000000000032
EID_23179,3.359230122439276e-17
EID_12838,0.0036666666666666957
EID_21656,0.0010000000000000182
EID_8844,0.008333333333333392
EID_1536,0.009333333333333383
EID_8822,0.011000000000000048
EID_11398,0.003333333333333362
EID_12965,0.002000000000000024
EID_5204,0.004333333333333367
EID_10030,0.0020000000000000204
EID_13227,0.0010000000000000226
EID_20607,0.003666666666666699
EID_14070,0.0010000000000000152
EID_3755,0.007333333333333381
EID_5459,0.007666666666666702
EID_7697,0.003666666666666704
EID_3935,0.006333333333333381
EID_19046,0.00033333333333334693
EID_4040,0.009333333333333388
EID_17730,0.0016666666666666824
EID_4995,0.004666666666666706
EID_24653,0.0010000000000000237
EID_6978,0.004333333333333375
EID_13775,0.00033333333333335013
EID_14608,0.0030000000000000243
EID_3148,0.007666666666666692
EID_24868,1.2852910565280122e-17
EID_5521,0.00900000000000005
EID_21155,0.0003333333333333535
EID_3840,0.007000000000000059
EID_10646,0.004000000000000037
EID_6711,0.005000000000000035
EID_16247,1.0444172276816099e-17
EID_16789,2.304793330573529e-17
EID_17967,0.0003333333333333529
EID_13270,0.0030000000000000265
EID_18462,9.482923723613117e-18
EID_22248,1.075643539365575e-17
EID_22693,0.00500000000000003
EID_25662,0.006333333333333386
EID_23346,0.0006666666666666825
EID_4437,0.012000000000000044
EID_18108,0.000666666666666675
EID_7000,0.0013333333333333643
EID_22770,1.4493005728548108e-17
EID_7816,0.005000000000000026
EID_19615,0.001333333333333353
EID_23807,0.008000000000000044
EID_16764,0.0006666666666666735
EID_16818,0.0013333333333333443
EID_22712,0.005666666666666707
EID_18198,0.00033333333333334357
EID_11154,0.002666666666666691
EID_22137,0.0010000000000000202
EID_11655,0.004666666666666699
EID_18514,1.0773820901538674e-17
EID_24742,1.8341527920305117e-17
EID_16019,0.0010000000000000096
EID_7357,0.003666666666666703
EID_20106,1.4566273388139264e-17
EID_13284,1.1867851912348443e-17
EID_5451,0.01233333333333338
EID_19728,1.2009187065649173e-17
EID_9178,0.007000000000000047
EID_13177,0.004000000000000027
EID_14300,0.0023333333333333526
EID_4379,0.008000000000000042
EID_11285,0.00300000000000003
EID_14882,0.001333333333333347
EID_9969,0.0023333333333333565
EID_23643,0.0030000000000000265
EID_5935,0.011333333333333388
EID_7741,0.0050000000000000365
EID_6176,0.008333333333333375
EID_5418,0.0030000000000000348
EID_20626,0.0023333333333333452
EID_1725,0.005000000000000043
EID_14317,0.0006666666666666853
EID_12120,0.00033333333333335197
EID_20264,0.0053333333333333835
EID_16691,0.0016666666666666915
EID_1093,0.009000000000000055
EID_2565,0.01100000000000006
EID_11463,0.003666666666666697
EID_12005,0.002000000000000019
EID_10326,0.001333333333333362
EID_12582,0.002333333333333356
EID_18228,0.0003333333333333462
EID_11670,0.0026666666666666935
EID_24257,0.0016666666666666913
EID_7024,0.0036666666666666965
EID_10382,0.0036666666666666957
EID_20210,2.365940922994733e-17
EID_10294,0.002666666666666689
EID_19941,0.0003333333333333392
EID_25572,0.0013333333333333509
EID_7758,0.005000000000000037
EID_22718,0.0033333333333333656
EID_1078,0.008333333333333375
EID_8227,0.003666666666666703
EID_1702,0.008666666666666718
EID_3532,0.010000000000000044
EID_22452,0.004333333333333364
EID_3019,0.003666666666666701
EID_22264,0.0013333333333333498
EID_9866,0.00500000000000003
EID_3520,0.006666666666666718
EID_21098,0.0013333333333333578
EID_1186,0.006666666666666714
EID_12355,0.0006666666666666932
EID_11020,0.0013333333333333493
EID_19193,9.465406908791551e-18
EID_17787,0.0010000000000000312
EID_13719,0.003000000000000026
EID_24449,0.0016666666666666874
EID_12957,1.1425486125058124e-17
EID_24794,0.005666666666666707
EID_2866,0.005333333333333381
EID_10563,0.0020000000000000217
EID_22492,0.006666666666666714
EID_4106,0.002666666666666711
EID_6648,0.0046666666666667
EID_7209,0.005666666666666705
EID_9692,0.004000000000000031
EID_22763,0.0020000000000000248
EID_12622,0.003666666666666691
EID_9831,0.0030000000000000265
EID_5731,0.010333333333333385
EID_1114,0.009666666666666724
EID_25017,0.0010000000000000085
EID_22956,0.0010000000000000226
EID_5549,0.009000000000000057
EID_12022,0.005000000000000033
EID_8034,0.01033333333333338
EID_20644,0.0006666666666666991
EID_20125,0.0033333333333333626
EID_21957,0.006000000000000045
EID_8870,0.005333333333333376
EID_2305,0.009333333333333367
EID_3977,0.0036666666666667117
EID_14845,0.001666666666666689
EID_6629,0.010666666666666718
EID_14577,0.0030000000000000265
EID_24509,0.0013333333333333502
EID_1530,0.011333333333333386
EID_21524,0.006333333333333378
EID_6647,0.006000000000000045
EID_19730,0.0016666666666666856
EID_4424,0.006000000000000052
EID_7964,0.009666666666666714
EID_6289,0.007666666666666711
EID_2899,0.003333333333333373
EID_2827,0.011666666666666716
EID_8801,0.003000000000000037
EID_20454,9.757513362834007e-18
EID_18988,1.3580952324104138e-17
EID_8405,0.0023333333333333617
EID_14497,0.001666666666666685
EID_11769,1.8926972207393426e-17
EID_21353,0.001666666666666699
EID_2221,0.008333333333333378
EID_13218,0.0016666666666666824
EID_4576,0.007666666666666699
EID_17470,0.0003333333333333431
EID_14817,0.0003333333333333568
EID_21845,0.003333333333333365
EID_21987,0.0006666666666666971
EID_1168,0.007000000000000055
EID_14315,0.0030000000000000283
EID_5043,0.007666666666666718
EID_1967,0.00700000000000005
EID_22274,0.005666666666666718
EID_11091,0.005333333333333359
EID_18421,1.3764743457458229e-17
EID_8316,0.00400000000000003
EID_13308,1.6160613418216697e-17
EID_19481,0.003801221166892824
EID_17732,5.533024346130133e-18
EID_4504,0.004666666666666701
EID_2539,0.003134554500226196
EID_19529,0.005666666666666716
EID_2279,0.010000000000000044
EID_14508,0.002000000000000019
EID_12241,0.0020000000000000204
EID_11530,0.003666666666666697
EID_20147,0.004333333333333374
EID_6154,0.004666666666666703
EID_3523,0.008333333333333373
EID_20453,1.2731384623568147e-18
EID_11929,0.0013333333333333615
EID_12840,0.0013333333333333487
EID_22320,0.007666666666666718
EID_25383,0.006333333333333367
EID_10731,0.0031345545002261655
EID_1017,0.006000000000000047
EID_1819,0.0041345545002261985
EID_22849,0.00033333333333334937
EID_12290,0.004666666666666701
EID_24238,0.0006666666666666833
EID_3105,0.010000000000000054
EID_14242,0.0016666666666666694
EID_16569,0.0010000000000000098
EID_8094,0.009333333333333388
EID_7824,0.006666666666666699
EID_8978,0.004333333333333364
EID_25314,2.3453282819880603e-17
EID_17810,5.0757582454226977e-20
EID_14856,0.0010000000000000159
EID_22144,0.002000000000000018
EID_23603,0.001000000000000017
EID_7211,0.005000000000000033
EID_19340,0.00033333333333332996
EID_1501,0.010666666666666713
EID_22111,0.0003333333333333507
EID_16147,2.001684431633214e-17
EID_16746,0.00033333333333334465
EID_20777,0.002000000000000029
EID_12999,0.0010000000000000165
EID_21663,1.7640027188525057e-17
EID_11862,0.005000000000000031
EID_17683,1.1304288556294771e-17
EID_19819,0.00033333333333334986
EID_21562,0.0010000000000000189
EID_24390,0.0003333333333333573
EID_14444,0.0010000000000000122
EID_3261,0.005333333333333357
EID_7752,0.007333333333333371
EID_3033,0.009666666666666717
EID_22433,0.008333333333333382
EID_23727,0.004000000000000032
EID_24107,0.006666666666666711
EID_22537,0.00033333333333334205
EID_13645,0.0006666666666666784
EID_16021,0.000666666666666685
EID_19800,0.008000000000000047
EID_1944,0.00700000000000004
EID_15868,0.0013333333333333526
EID_22188,0.0006666666666666843
EID_13833,0.0013333333333333643
EID_15028,0.0006666666666666817
EID_24861,0.006333333333333386
EID_13033,0.002000000000000026
EID_23673,0.0053333333333333835
EID_13265,0.001333333333333357
EID_23411,0.003333333333333356
EID_3761,0.0073333333333333835
EID_7299,0.004666666666666709
EID_2379,0.0034678878335595237
EID_18863,1.223992185094928e-17
EID_12115,0.0033333333333333713
EID_23879,0.006000000000000028
EID_16586,0.0010000000000000117
EID_19003,1.3023527847156924e-17
EID_11107,0.0026666666666666826
EID_15416,0.0010000000000000217
EID_19214,1.358437202786042e-17
EID_5135,0.0046666666666666965
EID_22464,0.0010000000000000156
EID_22759,0.003333333333333357
EID_17833,0.00033333333333334357
EID_17627,0.0003333333333333437
EID_25730,0.002666666666666694
EID_2377,0.005333333333333374
EID_18085,1.3954453126809215e-17
EID_14096,0.00033333333333336406
EID_8384,0.005000000000000027
EID_17105,1.0264213412229425e-17
EID_9929,2.4442058638192206e-17
EID_13267,0.003000000000000031
EID_12954,2.4891651070341423e-17
EID_4464,0.008000000000000056
EID_11464,0.0026666666666666917
EID_19308,1.1543519749743675e-17
EID_17530,0.00033333333333334004
EID_6981,0.006000000000000045
EID_19951,0.0046666666666667096
EID_1100,0.008333333333333378
EID_25145,0.006333333333333386
EID_15614,1.6732172335310002e-17
EID_2961,0.006666666666666716
EID_1742,0.010666666666666724
EID_2843,0.010000000000000044
EID_9549,0.005666666666666721
EID_12832,0.004666666666666697
EID_17914,1.0060564104164233e-17
EID_22832,0.009666666666666704
EID_5755,0.005000000000000036
EID_1141,0.011000000000000053
EID_18954,1.1544800738224473e-17
EID_10824,0.004333333333333361
EID_24478,1.5150935746884724e-17
EID_14916,1.7433267203234802e-17
EID_4434,0.010000000000000054
EID_23650,0.0016666666666666913
EID_16556,0.0016666666666666765
EID_24656,0.002666666666666688
EID_25965,2.329861954405987e-17
EID_9279,0.007333333333333386
EID_13802,7.648756869416759e-18
EID_2748,0.00900000000000005
EID_17346,0.0003333333333333464
EID_1171,0.009000000000000048
EID_1552,0.006666666666666714
EID_20674,0.00600000000000004
EID_2475,0.009000000000000055
EID_16714,0.0010000000000000126
EID_7857,0.00433333333333337
EID_3294,0.005000000000000042
EID_2280,0.008000000000000056
EID_10203,0.00266666666666669
EID_22162,0.00033333333333335154
EID_10438,0.0026666666666666965
EID_12898,0.0033333333333333635
EID_4358,0.009666666666666726
EID_6179,0.006666666666666709
EID_2538,0.008333333333333392
EID_13110,0.001000000000000028
EID_24585,0.0016666666666666932
EID_1006,0.00700000000000004
EID_11632,0.0020000000000000243
EID_21011,0.0030000000000000274
EID_16869,9.021395092906563e-18
EID_20564,0.0016666666666666967
EID_12996,1.7171195632193173e-17
EID_1503,0.007000000000000062
EID_23053,9.406609991739922e-18
EID_22049,0.009000000000000043
EID_4346,0.008666666666666704
EID_1887,0.007666666666666709
EID_16849,1.3978492791807502e-17
EID_10071,0.00433333333333337
EID_11265,0.0013333333333333515
EID_12611,0.0010000000000000195
EID_25542,1.7893024258433525e-17
EID_11582,0.0016666666666666885
EID_19550,0.006666666666666709
EID_5351,0.00466666666666671
EID_3305,0.0076666666666667166
EID_18846,1.3249186459323574e-17
EID_24764,1.2261639572546003e-17
EID_2191,0.006333333333333378
EID_6314,0.004666666666666693
EID_23248,0.0030000000000000157
EID_4570,0.005000000000000035
EID_16415,0.0016666666666666809
EID_11002,0.0030000000000000187
EID_20498,0.007666666666666711
EID_7846,0.0023333333333333617
EID_24121,0.002666666666666702
EID_7536,0.0026666666666667043
EID_2015,0.010000000000000052
EID_7934,0.0030000000000000274
EID_20903,0.0006666666666667004
EID_17535,0.0010000000000000135
EID_19760,0.002666666666666691
EID_9550,0.007333333333333386
EID_4261,0.009666666666666712
EID_19753,0.0006666666666666853
EID_13542,0.0006666666666666892
EID_24283,0.0033333333333333717
EID_7552,0.006333333333333371
EID_11577,0.0038012211668928377
EID_3228,0.009333333333333386
EID_17468,1.6926519065774614e-17
EID_15815,0.001333333333333351
EID_2093,0.007666666666666728
EID_21356,0.006333333333333381
EID_12357,0.0020000000000000213
EID_18495,3.1538894398307566e-19
EID_5098,0.0073333333333333766
EID_12691,0.0036666666666666887
EID_13240,0.0023333333333333548
EID_19312,1.145820422773549e-17
EID_23914,0.000666666666666682
EID_23175,0.004666666666666688
EID_15413,0.0016666666666666835
EID_4785,0.007000000000000045
EID_25933,0.004333333333333361
EID_22705,0.0006666666666666864
EID_19350,9.649240336872392e-18
EID_5369,0.008000000000000033
EID_20410,0.002000000000000027
EID_12557,0.0013333333333333652
EID_17678,0.00033333333333334584
EID_1342,0.007666666666666704
EID_12230,0.0026666666666666956
EID_1311,0.0083333333333334
EID_5860,0.006000000000000045
EID_4259,0.004333333333333376
EID_10209,0.005000000000000036
EID_2300,0.007666666666666711
EID_17408,2.0236599917490547e-17
